name,phase
1/4x 2 1/4 FLAT HEAD CONCRETE SCREW - WHT,4300
1/4x 2 3/4 FLAT HEAD CONCRETE SCREW - WHT,4300
1/4x 3 1/4 FLAT HEAD CONCRETE SCREW - WHT,4300
1/4x 3 3/4 FLAT HEAD CONCRETE SCREW - WHT,4300
3/8x 3     FLAT HEAD CONCRETE SCREW - ZINC,4300
3/8x 4     FLAT HEAD CONCRETE SCREW - ZINC,4300
3/8x 5     FLAT HEAD CONCRETE SCREW - ZINC,4300
3/8x 6     FLAT HEAD CONCRETE SCREW - ZINC,4300
1/4x 1 1/4 FLAT HEAD CONCRETE SCREW - 304 S/S,4300
1/4x 1 3/4 FLAT HEAD CONCRETE SCREW - 304 S/S,4300
1/4x 2 1/4 FLAT HEAD CONCRETE SCREW - 304 S/S,4300
1/4x 2 3/4 FLAT HEAD CONCRETE SCREW - 304 S/S,4300
1/4x 1 1/4 FLAT HEAD CONCRETE SCREW - 410 S/S,4300
1/4x 1 3/4 FLAT HEAD CONCRETE SCREW - 410 S/S,4300
1/4x 2 1/4 FLAT HEAD CONCRETE SCREW - 410 S/S,4300
1/4x 2 3/4 FLAT HEAD CONCRETE SCREW - 410 S/S,4300
#8x   1/2 WAFER HEAD SELF-TAP STUD SCREW - 12G,4300
#8x   3/4 WAFER HEAD SELF-TAP STUD SCREW - 12G,4300
#8x 1     WAFER HEAD SELF-TAP STUD SCREW - 12G,4300
#8x 1     WAFER HEAD SELF-TAP STUD SCREW - 12G,4300
#8x   1/2 WAFER HEAD SELF-TAP STUD SCREW - 20G,4300
"TY-523M  TY-RAP ( 4"")",4300
"TY-524M  TY-RAP ( 5"")",4300
"TY-525M  TY-RAP ( 7"")",4300
"TY-526M  TY-RAP (11"")",4300
"TY-528M  TY-RAP (14"")",4300
"TY-529M  TY-RAP (30"")",4300
#18 CEILING WIRE,4300
#16 CEILING WIRE,4300
#14 CEILING WIRE,4300
#12 CEILING WIRE,4300
#10 CEILING WIRE,4300
# 8 CEILING WIRE,4300
TIE WIRE (PER LB),4300
1 1/2x2' LATH CHNL,4300
1 1/2x3' LATH CHNL,4300
1 1/2x4' LATH CHNL,4300
1 1/2x5' LATH CHNL,4300
1 1/2x6' LATH CHNL,4300
6M   CABLE SUPPORT,4300
6M4I CABLE SUPPORT,4300
6M24  CABLE SUPPORT,4300
6M58  CABLE SUPPORT,4300
6M912 CABLE SUPPORT,4300
6M24SM  CABLE SUPPORT,4300
6M58SM  CABLE SUPPORT,4300
6M912SM CABLE SUPPORT,4300
"166M MC/AC-3/8""CONDUIT-1"" EMT HNGR",4300
"SCH6B MC/AC-3/8"" CONDUIT STRUT CLAMP",4300
PCS1 CBL FROM #8-12 WIRE SUPPORT - 12/3 MC/AC,4300
"PCS2 CBL FROM #8-12 WIRE SUPPORT - 0.90"" DIAM",4300
459 SNAP-IN MC/AC METAL STUD CLIP,4300
WMX3 WIRE CABLE HNGR,4300
WMX6 WIRE CABLE HNGR,4300
"6MB18   BOX/CBL 1/4"" ROD SUPPORT",4300
"6MB186  BOX/CBL 3/8"" ROD SUPPORT",4300
6MB18A  BOX/CBL SUPPORT,4300
"6MB1824 BOX/CBL 1/4"" FLNG",4300
"6MB1858 BOX/CBL 1/2"" FLNG",4300
449 CABLE MTL STUD SUPPORT,4300
"1236M  Z-PURLIN 3/8"" CONDUIT HNGR",4300
6MF   STUD CABLE SUPPORT,4300
CG4   CABLE GRIPPER,4300
CJ6   STUD MC/NMS  CBL SUPPORT,4300
CJ6S  STUD AC/FLEX CABLE SUPPORT,4300
FXC20 CBL SUPP FOR STUDS,4300
FB6M   STUD CABLE SUPPORT,4300
781  CABLE SUPPORT,4300
6MATA T-BAR CBL TOP SUPPORT,4300
6MATS T-BAR CBL SIDE SUPPORT,4300
MAC2     MC/AC STUD CBL SUPPORT,4300
MAC2T    MC/AC MTL STUD CBL SUPPORT,4300
MAC2ATA T-BAR CBL TOP SUPPORT,4300
MAC2BC    CBL BEAM SUPPORT,4300
MAC224SM  CBL FLNG SUPPORT,4300
MAC258SM  CBL FLNG SUPPORT,4300
MAC2912SM CBL FLNG SUPPORT,4300
MAC2VF14  CBL C-PURLIN SUPPORT,4300
MAC2123   CBL Z-PURLIN SUPPORT,4300
MAC2AO    CBL OFFSET BRKT SUPPORT,4300
MAC224    CBL FLNG SUPPORT,4300
MAC258    CBL FLNG SUPPORT,4300
MAC2912   CBL FLNG SUPPORT,4300
MAC24Z34  CBL ROD SUPPORT,4300
MAC26Z34  CBL ROD SUPPORT,4300
MAC2FB   MC/AC MTL STUD CBL SUPPORT,4300
"SC2A   0.22-0.28"" CBL TO 1/8"" FLNG",4300
"SC2B   0.31-0.37"" CBL TO 1/8"" FLNG",4300
"SC2C   0.37-0.44"" CBL TO 1/8"" FLNG",4300
"SC2D   0.47-0.56"" CBL TO 1/8"" FLNG",4300
"SC2E   0.50-0.72"" CBL TO 1/8"" FLNG",4300
"SC2F   0.75-0.94"" CBL TO 1/8"" FLNG",4300
"SC2G   0.97-1.25"" CBL TO 1/8"" FLNG",4300
"SC4A   0.22-0.28"" CBL TO 1/4"" FLNG",4300
"SC4B   0.31-0.37"" CBL TO 1/4"" FLNG",4300
"SC4C   0.37-0.44"" CBL TO 1/4"" FLNG",4300
"SC4D   0.47-0.56"" CBL TO 1/4"" FLNG",4300
"SC4E   0.50-0.72"" CBL TO 1/4"" FLNG",4300
"SC4F   0.75-0.94"" CBL TO 1/4"" FLNG",4300
"SC4G   0.97-1.25"" CBL TO 1/4"" FLNG",4300
"SC8A   0.22-0.28"" CBL TO 1/2"" FLNG",4300
"SC8B   0.31-0.37"" CBL TO 1/2"" FLNG",4300
"SC8C   0.37-0.44"" CBL TO 1/2"" FLNG",4300
"SC8D   0.47-0.56"" CBL TO 1/2"" FLNG",4300
"SC8E   0.50-0.72"" CBL TO 1/2"" FLNG",4300
"SC8F   0.75-0.94"" CBL TO 1/2"" FLNG",4300
"SC8G   0.97-1.25"" CBL TO 1/2"" FLNG",4300
"CAT12    3/4"" LOOP CBL SUPPORT",4300
"CAT21  1 1/4"" LOOP CBL SUPPORT",4300
"CAT32  2""     LOOP CBL SUPPORT",4300
CATHBA  ANGLE HNGR BRKT,4300
CATTRC  PLENUM TIE WRAP,4300
CATTS   T-BAR SUPPORT,4300
CAT12BC     BEAM CLAMP+CAT12,4300
CAT12BC200  BEAM CLAMP+CAT12,4300
"CAT1224SM  1/4"" FLNG CLIP+CAT12",4300
"CAT1258SM  1/2"" FLNG CLIP+CAT12",4300
"CAT12912SM 3/4"" FLNG CLIP+CAT12",4300
"CAT1224  1/4"" FLNG+CAT12-360 DEG",4300
"CAT1258  1/2"" FLNG+CAT12-360 DEG",4300
"CAT12912 3/4"" FLNG+CAT12-360 DEG",4300
CAT12VF14  C-PURLIN CLIP+CAT12,4300
CAT12AF14  Z-PURLIN CLIP+CAT12,4300
CAT124Z34     MULTI-FUNCTION CLIP+CAT12,4300
CAT126Z34     MULTI-FUNCTION CLIP+CAT12,4300
CAT12AB    ANGLE BRKT+CAT12,4300
CAT12BCB    CLAMP+CAT12-360 DEG,4300
CAT12BC200B CLAMP+CAT12-360 DEG,4300
CAT12TS    T-BAR CLIP+CAT12,4300
CAT12CD1B  U/F PED SUPP+CAT12,4300
CAT12CPNA PIN DRVN ANGLE BRACK+CAT12,4300
CAT21BC     BEAM CLAMP+CAT21,4300
CAT21BC200  BEAM CLAMP+CAT21,4300
"CAT2124SM  1/4"" FLNG CLIP+CAT21",4300
"CAT2158SM  1/2"" FLNG CLIP+CAT21",4300
"CAT21912SM 3/4"" FLNG CLIP+CAT21",4300
"CAT2124  1/4"" FLNG+CAT21-360 DEG",4300
"CAT2158  1/2"" FLNG+CAT21-360 DEG",4300
"CAT21912 3/4"" FLNG+CAT21-360 DEG",4300
CAT21VF14  C-PURLIN CLIP+CAT21,4300
CAT21AF14  Z-PURLIN CLIP+CAT21,4300
CAT214Z34     MULTI-FUNCTION CLIP+CAT21,4300
CAT216Z34     MULTI-FUNCTION CLIP+CAT21,4300
CAT21AB    ANGLE BRKT+CAT21,4300
CAT21BCB    CLAMP+CAT21-360 DEG,4300
CAT21BC200B CLAMP+CAT21-360 DEG,4300
CAT21528   T-BAR CLIP+CAT21,4300
CAT21CD1B  U/F PED SUPP+CAT21,4300
CAT21CPNA PIN DRVN ANGLE BRACKET+CAT21,4300
CAT32BC     BEAM CLAMP+CAT32,4300
CAT32BC200  BEAM CLAMP+CAT32,4300
"CAT3224SM  1/4"" FLNG CLIP+CAT32",4300
"CAT3258SM  1/2"" FLNG CLIP+CAT32",4300
"CAT32912SM 3/4"" FLNG CLIP+CAT32",4300
"CAT3224  1/4"" FLNG+CAT32-360 DEG",4300
"CAT3258  1/2"" FLNG+CAT32-360 DEG",4300
"CAT32912 3/4"" FLNG+CAT32-360 DEG",4300
CAT32VF14  C-PURLIN CLIP+CAT32,4300
CAT32AF14  Z-PURLIN CLIP+CAT32,4300
CAT324Z34     MULTI-FUNCTION CLIP+CAT32,4300
CAT326Z34     MULTI-FUNCTION CLIP+CAT32,4300
CAT32AB    ANGLE BRKT+CAT32,4300
CAT32BCB    CLAMP+CAT32-360 DEG,4300
CAT32BC200B CLAMP+CAT32-360 DEG,4300
CAT32528   T-BAR CLIP+CAT32,4300
CAT32CD1B  U/F PED SUPP+CAT32,4300
CAT32CPNA PIN DRVN ANGLE BRACKET+CAT32,4300
CAT425      ADJ CBL SUPPORT,4300
"CAT42524SM 1/4"" FLNG CLIP+CAT425",4300
"CAT42558SM 1/2"" FLNG CLIP+CAT425",4300
"CAT425912SM 3/4"" FLNGCLIP+CAT425",4300
CAT425BC    BEAM CLAMP+CAT425,4300
CAT425BC200 BEAM CLAMP+CAT425,4300
CAT425VF14 C-PURLIN CLIP+CAT425,4300
CAT425AF14 Z-PURLIN CLIP+CAT425,4300
RMX      NM CBL CLIP,4300
RMXDH2  NM CBL DECK SUPPORT,4300
RMXAB    NM CBL ANGLE BRKT SUPPORT,4300
RMXAO    NM CBL OFFSET BRKT SUPPORT,4300
RMXVF14  NM CBL C-PURLIN SUPPORT,4300
RMXAF14  NM CBL Z-PURLIN SUPPORT,4300
RMXBC    NM CBL BEAM SUPPORT,4300
RMX4Z34  NM CBL ROD SUPPORT,4300
RMX6Z34  NM CBL ROD SUPPORT,4300
RMXATS  NM CBL T-BAR TOP SUPPORT,4300
RMX24    NM CBL FLNG SUPPORT,4300
RMX58    NM CBL FLNG SUPPORT,4300
RMX912   NM CBL FLNG SUPPORT,4300
"812M 1/2-3/4"" CONDUIT CLIP",4300
"16M  1""     CONDUIT CLIP",4300
"20M  1 1/4""   CONDUIT CLIP",4300
"24M  1 1/2""   CONDUIT CLIP",4300
"32M  2""      CONDUIT CLIP",4300
"812M4I 1/2-3/4"" CONDUIT/ROD CLIP",4300
"16M4I  1""     CONDUIT/ROD CLIP",4300
"20M4I  1 1/4""   CONDUIT/ROD CLIP",4300
"24M4I  1 1/2""   CONDUIT/ROD CLIP",4300
"32M4I  2""      CONDUIT/ROD CLIP",4300
"8P     1/2"" EMT CLIP",4300
"12P    3/4"" EMT CLIP",4300
"16P  1""     EMT CLIP",4300
"8P4I     1/2"" EMT THRD ROD CLIP",4300
"12P4I    3/4"" EMT THRD ROD CLIP",4300
"16P4I  1""     EMT THRD ROD CLIP",4300
"WC812  1/2""-3/4"" SNAP-IN WALL CONDUIT CLIP",4300
"CD0B    1/2"" EMT/GRC CLAMP",4300
"CD1B    3/4"" EMT/GRC CLAMP",4300
"CD2B  1""     EMT/GRC CLAMP",4300
"CD2.5B 1 1/4"" EMT CLAMP",4300
"CD3B 1 1/2"" EMT/1 1/4"" GRC CLAMP",4300
"CD4B 1 1/2"" GRC CLAMP",4300
"CD5B 2""     EMT/GRC CLAMP",4300
"CD6B 2 1/2"" EMT/GRC CLAMP",4300
"CD7B 3""     EMT/GRC CLAMP",4300
"CD8B 3 1/2"" EMT/GRC CLAMP",4300
"CD9B 4""     EMT/GRC CLAMP",4300
"812M24  1/2-3/4"" CONDUIT 1/4"" FLNG",4300
"16M24   1""     CONDUIT 1/4"" FLNG",4300
"20M24   1 1/4"" CONDUIT 1/4"" FLNG",4300
"24M24   1 1/2"" CONDUIT 1/4"" FLNG",4300
"32M24   2""     CONDUIT 1/4"" FLNG",4300
"812M24SM  1/2-3/4"" CONDUIT 1/4"" FLNG",4300
"16M24SM   1""     CONDUIT 1/4"" FLNG",4300
"20M24SM   1 1/4"" CONDUIT 1/4"" FLNG",4300
"24M24SM   1 1/2"" CONDUIT 1/4"" FLNG",4300
"32M24SM   2""     CONDUIT 1/4"" FLNG",4300
"812M58   1/2-3/4"" CONDUIT 1/2"" FLNG",4300
"16M58    1""     CONDUIT 1/2"" FLNG",4300
"20M58    1 1/4"" CONDUIT 1/2"" FLNG",4300
"24M58    1 1/2"" CONDUIT 1/2"" FLNG",4300
"32M58    2""     CONDUIT 1/2"" FLNG",4300
"812M58SM 1/2-3/4"" CONDUIT 1/2"" FLNG",4300
"16M58SM  1""     CONDUIT 1/2"" FLNG",4300
"20M58SM  1 1/4"" CONDUIT 1/2"" FLNG",4300
"24M58SM  1 1/2"" CONDUIT 1/2"" FLNG",4300
"32M58SM  2""     CONDUIT 1/2"" FLNG",4300
"812M912  1/2-3/4"" CONDUIT 3/4"" FLNG",4300
"16M912    1""     CONDUIT 3/4"" FLNG",4300
"20M912    1 1/4"" CONDUIT 3/4"" FLNG",4300
"24M912    1 1/2"" CONDUIT 3/4"" FLNG",4300
"32M912    2""     CONDUIT 3/4"" FLNG",4300
"812M912SM 1/2-3/4""CONDUIT 3/4"" FLNG",4300
"16M912SM  1""     CONDUIT 3/4"" FLNG",4300
"20M912SM  1 1/4"" CONDUIT 3/4"" FLNG",4300
"24M912SM  1 1/2"" CONDUIT 3/4"" FLNG",4300
"32M912SM  2""     CONDUIT 3/4"" FLNG",4300
"8P24     1/2"" EMT 1/4"" FLNG CLIP",4300
"12P24    3/4"" EMT 1/4"" FLNG CLIP",4300
"16P24  1""     EMT 1/4"" FLNG CLIP",4300
"8P58     1/2"" EMT 1/2"" FLNG CLIP",4300
"12P58    3/4"" EMT 1/2"" FLNG CLIP",4300
"16P58  1""     EMT 1/2"" FLNG CLIP",4300
"8P912     1/2"" EMT 3/4"" FLNG CLIP",4300
"12P912    3/4"" EMT 3/4"" FLNG CLIP",4300
"16P912  1""     EMT 3/4"" FLNG CLIP",4300
"8P24SM     1/2"" EMT 1/4"" FLNG",4300
"12P24SM    3/4"" EMT 1/4"" FLNG",4300
"16P24SM  1""     EMT 1/4"" FLNG",4300
"8P58SM     1/2"" EMT 1/2"" FLNG",4300
"12P58SM    3/4"" EMT 1/2"" FLNG",4300
"16P58SM  1""     EMT 1/2"" FLNG",4300
"8P912SM     1/2"" EMT 3/4"" FLNG",4300
"12P912SM    3/4"" EMT 3/4"" FLNG",4300
"16P912SM  1""     EMT 3/4"" FLNG",4300
"CM24S  1/4"" CLIP+STUD+STRAP",4300
"CM58S  1/2"" CLIP+STUD+STRAP",4300
"CM912S 3/4"" CLIP+STUD+STRAP",4300
"C4TI24  1/4"" ROD 1/4"" FLNG+STRAP",4300
"C4TI58  1/4"" ROD 1/2"" FLNG+STRAP",4300
"C4TI912 1/4"" ROD 3/4"" FLNG+STRAP",4300
"C6TI24  3/8"" ROD 1/4"" FLNG+STRAP",4300
"C6TI58  3/8"" ROD 1/2"" FLNG+STRAP",4300
"C6TI912 3/8"" ROD 3/4"" FLNG+STRAP",4300
"CM24812M 1/2-3/4"" CONDUIT 1/4"" FLNG+STRAP",4300
"CM2416M       1"" CONDUIT 1/4"" FLNG+STRAP",4300
"CM58812M 1/2-3/4"" CONDUIT 1/2"" FLNG+STRAP",4300
"CM5816M       1"" CONDUIT 1/2"" FLNG+STRAP",4300
"CM912812M 1/2-3/4"" CONDUIT 3/4"" FLNG+STRAP",4300
"CM91216M       1"" CONDUIT 3/4"" FLNG+STRAP",4300
"C24812SM 1/2-3/4"" CONDUIT 1/4"" FLNG+STRAP",4300
"C2416SM     1"" CONDUIT 1/4"" FLNG+STRAP",4300
"C58812SM 1/2-3/4"" CONDUIT 1/2"" FLNG+STRAP",4300
"C5816SM     1"" CONDUIT 1/2"" FLNG+STRAP",4300
"C912812SM 1/2-3/4"" CONDUIT 3/4"" FLNG+STRAP",4300
"C91216SM     1"" CONDUIT 3/4"" FLNG+STRAP",4300
"K-8  KON CLIP (1/2"")",4300
"K-12 KON CLIP (3/4"")",4300
"K-16 KON CLIP (1"")",4300
"K-20 KON CLIP (1 1/4"")",4300
KX  KON CLIP,4300
4Z34     MULTI-FUNCTION CLIP,4300
"4Z34812M 1/2-3/4"" CONDUIT CLIP",4300
"4Z3416M  1""     CONDUIT CLIP",4300
"4Z348P     1/2"" EMT CLIP",4300
"4Z3412P    3/4"" EMT CLIP",4300
"4Z3416P  1""     EMT CLIP",4300
6Z34     MULTI-FUNCTION CLIP,4300
"6Z34812M 1/2-3/4"" CONDUIT CLIP",4300
"6Z3416M  1""     CONDUIT CLIP",4300
"6Z348P     1/2"" EMT CLIP",4300
"6Z3412P    3/4"" EMT CLIP",4300
"6Z3416P  1""     EMT CLIP",4300
EC311     WIRE/ROD SECURE CLIP,4300
EC3114Z34 WIRE/ROD SECURE CLIP,4300
EC3116Z34 WIRE/ROD SECURE CLIP,4300
"16812M 1/2-3/4""CONDUIT-1"" EMT HNGR",4300
"1616M 1""     CONDUIT-1"" EMT HNGR",4300
"1620M 1 1/4"" CONDUIT-1"" EMT HNGR",4300
"1624M 1 1/2"" CONDUIT-1"" EMT HNGR",4300
"1632M 2""     CONDUIT-1"" EMT HNGR",4300
"8P8P  1/2""-1/2"" EMT HANGER",4300
"8P12P 1/2""-3/4"" EMT HANGER",4300
"8P16P 1/2""-1""     EMT HANGER",4300
"12P12P 3/4""-3/4"" EMT HANGER",4300
"12P16P 3/4""-1""     EMT HANGER",4300
"16P16P 1""  -1""     EMT HANGER",4300
"SCH8     1/2"" EMT STRUT CLIP",4300
"SCH12    3/4"" EMT-  1/2"" GRC STRUT CLIP",4300
"SCH16  1""     EMT-  3/4"" GRC STRUT CLIP",4300
"SCH20  1 1/4"" EMT-1""     GRC STRUT CLIP",4300
"SCH8B    1/2"" EMT       STRUT CLAMP",4300
"SCH12B   3/4"" EMT-  1/2"" GRC STRUT CLAMP",4300
"SCH16B 1""     EMT-  3/4"" GRC STRUT CLAMP",4300
"SCH20B 1 1/4"" EMT-1""    GRC STRUT CLAMP",4300
"SCH24B 1 1/2"" EMT-1 1/4"" GRC STRUT CLAMP",4300
"SCH32B  2""     EMT-1 1/2"" GRC STRUT CLAMP",4300
"SCH40B  2""      GRC         STRUT CLAMP",4300
"SCH48B 2-1/2"" EMT/GRC STRUT CLAMP",4300
"SCH56B 3""     EMT/GRC STRUT CLAMP",4300
"SCH64B 3-1/2"" EMT/GRC STRUT CLAMP",4300
"SCH72B 4""     EMT/GRC STRUT CLAMP",4300
"SK85I    1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK125I   3/4"" CONDUIT 2PC STRUT CLAMP",4300
"SK165I 1""     CONDUIT 2PC STRUT CLAMP",4300
"SK205I 1 1/4"" CONDUIT 2PC STRUT CLAMP",4300
"SK245I 1 1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK325I 2""     CONDUIT 2PC STRUT CLAMP",4300
"SK405I 2 1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK485I 3""     CONDUIT 2PC STRUT CLAMP",4300
"SK565I 3 1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK645I 4""     CONDUIT 2PC STRUT CLAMP",4300
"LLT8     1/2"" EMT WIRE STRUT CLAMP",4300
"LLT12    3/4"" EMT WIRE STRUT CLAMP",4300
"LLT16  1""     EMT WIRE STRUT CLAMP",4300
"SK8SS    1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK12SS   3/4"" CONDUIT 2PC STRUT CLAMP",4300
"SK16SS 1""     CONDUIT 2PC STRUT CLAMP",4300
"SK20SS 1 1/4"" CONDUIT 2PC STRUT CLAMP",4300
"SK24SS 1 1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK32SS 2""     CONDUIT 2PC STRUT CLAMP",4300
"SK40SS 2 1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK48SS 3""     CONDUIT 2PC STRUT CLAMP",4300
"SK56SS 3 1/2"" CONDUIT 2PC STRUT CLAMP",4300
"SK64SS 4""     CONDUIT 2PC STRUT CLAMP",4300
"SK8ALA    1/2"" CONDUIT 2PC CLAMP",4300
"SK12ALA   3/4"" CONDUIT 2PC CLAMP",4300
"SK16ALA 1""     CONDUIT 2PC CLAMP",4300
"SK20ALA 1 1/4"" CONDUIT 2PC CLAMP",4300
"SK24ALA 1 1/2"" CONDUIT 2PC CLAMP",4300
"SK32ALA 2""     CONDUIT 2PC CLAMP",4300
"SK40ALA 2 1/2"" CONDUIT 2PC CLAMP",4300
"SK48ALA 3""     CONDUIT 2PC CLAMP",4300
"SK56ALA 3 1/2"" CONDUIT 2PC CLAMP",4300
"SK64ALA 4""     CONDUIT 2PC CLAMP",4300
BC812M BEAM CLAMP 1/2-3/4,4300
BC16M  BEAM CLAMP 1,4300
BC20M  BEAM CLAMP 1 1/4,4300
BC24M  BEAM CLAMP 1 1/2,4300
BC32M  BEAM CLAMP 2,4300
BC812MSM BEAM CLAMP 1/2-3/4,4300
BC16MSM  BEAM CLAMP 1,4300
BC20MSM  BEAM CLAMP 1 1/4,4300
BC24MSM  BEAM CLAMP 1 1/2,4300
BC32MSM  BEAM CLAMP 2,4300
"BC8P     BEAM CLAMP    1/2"" EMT",4300
"BC12P    BEAM CLAMP    3/4"" EMT",4300
"BC16P    BEAM CLAMP  1""     EMT",4300
"BC8PSM    BEAM CLAMP    1/2"" EMT",4300
"BC12PSM   BEAM CLAMP    3/4"" EMT",4300
"BC16PSM   BEAM CLAMP  1""     EMT",4300
"BC200CD0B    1/2"" EMT/GRC",4300
"BC200CD1B    3/4"" EMT/GRC",4300
"BC200CD2B  1""     EMT/GRC",4300
"BC200CD2.5B 1 1/4"" EMT",4300
"BC200CD3B  1 1/2"" EMT/1 1/4"" GRC",4300
"BC200CD4B  1 1/2"" GRC",4300
"BC200CD5B  2""     EMT/GRC",4300
"PAR0037HD    3/8"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0050HD    1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0075HD    3/4"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0100HD  1""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0125HD  1 1/4"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0150HD  1 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0200HD  2""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0250HD  2 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0300HD  3""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0350HD  3 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"PAR0400HD  4""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0050HD    1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0075HD    3/4"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0100HD  1""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0125HD  1 1/4"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0150HD  1 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0200HD  2""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0250HD  2 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"ET0300HD  3""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0037HD    3/8"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0050HD    1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0075HD    3/4"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0100HD  1""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0125HD  1 1/4"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0150HD  1 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0200HD  2""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0250HD  2 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0300HD  3""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0350HD  3 1/2"" CONDUIT TO 1/4"" FLANGE CLAMP",4300
"RA0400HD  4""     CONDUIT TO 1/4"" FLANGE CLAMP",4300
"123812M Z-PURLIN 1/2-3/4"" CONDUIT HNGR",4300
"12316M Z-PURLIN 1""     CONDUIT HNGR",4300
"12320M Z-PURLIN 1 1/4"" CONDUIT HNGR",4300
"1238P  Z-PURLIN   1/2"" EMT HNGR",4300
"12312P Z-PURLIN   3/4"" EMT HNGR",4300
"12316P Z-PURLIN 1""     EMT HNGR",4300
"812MF 1/2-3/4"" CONDUIT TO MTL STUD",4300
"16MF  1""     CONDUIT TO MTL STUD",4300
"8PF     1/2"" EMT TO MTL STUD",4300
"12PF    3/4"" EMT TO MTL STUD",4300
"16PF  1""     EMT TO MTL STUD",4300
"CS812  1/2-3/4"" CONDUIT TO MTL STUD",4300
"CS812D 1/2-3/4"" CONDUIT TO MTL STUD",4300
"350812M 1/2-3/4"" CONDUIT TO MTL STUD",4300
"35016M  1""     CONDUIT TO MTL STUD",4300
"3508P    1/2"" EMT TO MTL STUD",4300
"35012P   3/4"" EMT TO MTL STUD",4300
"35016P 1""     EMT TO MTL STUD",4300
"FB812M 1/2-3/4"" CONDUIT TO MTL STUD",4300
"FB8P  1/2"" EMT TO MTL STUD",4300
"FB12P 3/4"" EMT TO MTL STUD",4300
"AR812  1/2""-3/4"" SNAP-IN MTL STUD CONDUIT CLIP",4300
"812MATA 1/2-3/4"" EMT TOP MTD",4300
"16MATA  1""      EMT TOP MTD",4300
"812MATS 1/2-3/4"" EMT SIDE MTD",4300
"16MATS  1""      EMT SIDE MTD",4300
"8PATA     1/2"" EMT TOP MTD",4300
"12PATA    3/4"" EMT TOP MTD",4300
"16PATA  1""     EMT TOP MTD",4300
"8PATS     1/2"" EMT SIDE MTD",4300
"12PATS    3/4"" EMT SIDE MTD",4300
"16PATS  1""     EMT SIDE MTD",4300
"5288P   T-BAR ADJ   1/2"" EMT SUPP",4300
"52812P  T-BAR ADJ   3/4"" EMT SUPP",4300
"52816P  T-BAR ADJ 1""     EMT SUPP",4300
"AOL8P     1/2"" EMT MTL DECK SUPPORT",4300
"AOL12P    3/4"" EMT MTL DECK SUPPORT",4300
"AOL16P  1""     EMT MTL DECK SUPPORT",4300
"CNB812M 1/2-3/4"" CONDUIT NAIL BRKT",4300
"CNB8P   1/2"" EMT NAIL BRKT",4300
"CNB12P  3/4"" EMT NAIL BRKT",4300
"CCS812 1/2-3/4"" EMT SUPPORT",4300
"812MB18   BOX/CONDUIT 1/4"" ROD SUPPORT",4300
"812MB186  BOX/CONDUIT 3/8"" ROD SUPPORT",4300
"16MB18    BOX/CONDUIT 1/4"" ROD SUPPORT",4300
"16MB186   BOX/CONDUIT 3/8"" ROD SUPPORT",4300
812MB18A  BOX/CONDUIT SUPPORT,4300
16MB18A   BOX/CONDUIT SUPPORT,4300
"812MB18S  BOX/CONDUIT 1/4"" STUD",4300
"812MB1824 BOX/CONDUIT 1/4"" FLNG",4300
"812MB1858 BOX/CONDUIT 1/2"" FLNG",4300
